Languages	EFGIS							
								
Screen	PHRASE TABLE	SPACE	E	F	G	I	S	NOTES
CARDS	CARD_QUOTE2_53		*	*	*	???	*	
CARDS	CARD_TITLE_54	7-7	"""SMARCH"" CALENDAR"	"LE CALENDRIER ""SMARS"""	KALENDER MIT 13. MONAT	???	"CALENDARIO DE ""SMARZO"""	
CARDS	CARD_EPISODE_54		Episode 3F04: Nightmare on Evergreen Terrace	Episode 3F04 : Cauchemar à Evergreen Terrace	Episode 3F04: Die Panik-Amok-Horror-Show	???	La pesadilla de Evergreen Terrace	
CARDS	CARD_DESC_54		"Willie died on the thirteenth hour, of the thirteenth day, of the thirteenth month at a PTA meeting in Springfield Elementary--according to the school's calendar."	"Willie est mort la treizième heure, du treizième jour du treizième mois, durant une réunion de parents d'élèves à l'école élémentaire de Springfield, d'après le calendrier de l'école."	Laut Schulkalender starb Willie zur 13. Stunde am 13. Tag des 13. Monats während eines Elternabends in der Grundschule Springfield.	???	"Willie murió a las 13 horas, el día 13 del mes 13 durante una reunión de padres y profesores de la escuela primaria de Springfield, según el calendario escolar. "	
CARDS	CARD_QUOTE1_54	Marge:	"""We were there to discuss the misprinted calendars the school had purchased."""	Nous étions venus pour discuter des calendriers mal imprimés qu'a achetés l'école.	"Wir waren dort, um über die Kalender-Fehldrucke zu reden, die die Schule gekauft hat."	???	Estábamos allí para hablar de los calendarios con erratas que ha adquirido el colegio.	
CARDS	CARD_QUOTE2_54	Homer:	"(SHIVERING) ""Lousy Smarch weather."""	Fichu temps de smars.	"(((Bibbernd))) ""Widerliches Schmärz-Wetter!"""	???	(TEMBLANDO) Vaya tiempo más asqueroso.	
CARDS	CARD_TITLE_55	7-8	LEVEL 7 BONUS CARD	CARTE BONUS DU NIVEAU 7	LEVEL-7-BONUS-KARTE	???	NIVEL 7 CARTA EXTRA	
CARDS	CARD_EPISODE_55		*	*	*	???	*	
CARDS	CARD_DESC_55		*	*	*	???	*	
CARDS	CARD_QUOTE1_55		*	*	*	???	*	
CARDS	CARD_QUOTE2_55		*	*	*	???	*	
MESSAGE	MSG_CONTROLLER_DISCONNECTED_(GC)		Controller disconnected.  \Please reconnect the controller to  \controller port ¥ to continue.	Manette débranchée. \Rebrancher la manette au \port manette ¥ pour continuer.	Controller wurde entfernt. \Zum Fortfahren bitte den Controller wieder an\Anschluss-Buchse für Controller ¥ anschließen.	???	Mando desconectado.  \Vuelve a conectar el mando al  \puerto de mando ¥ para continuar.	*** Line breaks permitted. Use \ to insert line break. ***
MESSAGE	MSG_CONTROLLER_DISCONNECTED_(PS2)		The DUALSHOCK®2 analog controller is disconnected.\Please reconnect the DUALSHOCK®2\analog controller to controller port ¥ and\press START button to continue.	Manette analogique (DUALSHOCK®2) débranchée. \Rebrancher la manette analogique (DUALSHOCK®2)\au port de manette ¥ pour continuer.	"Der Analog Controller (DUALSHOCK®2) ist nicht verbunden.\Bitte den Analog Controller (DUALSHOCK®2) wieder\an Controller-Anschluss ¥ anschließen und START\ drücken, um fortzufahren."	???	El mando analógico (DUALSHOCK®2) no está conectado.\Vuelve a conectar el mando analógico\(DUALSHOCK®2) al puerto de mando ¥ y\pulsa el botón START (inicio) para continuar.	*** Line breaks permitted. Use \ to insert line break. ***
MESSAGE	MSG_CONTROLLER_DISCONNECTED_(XBOX)		Xbox Controller disconnected.   \Please reconnect the Xbox Controller to  \controller port ¥ and press START to continue.	Manette déconnectée. \Reconnecter la manette Xbox sur le \port de manette ¥ et appuyer sur START pour continuer.	Der Xbox Controller wurde entfernt. \Zum Fortfahren bitte den Controller wieder an\Controller-Anschluss ¥ anschließen und START drücken.	???	Controlador Xbox desconectado.   \Vuelve a conectar el controlador Xbox al  \puerto de controlador ¥ y presiona START\para continuar.	*** Line breaks permitted. Use \ to insert line break. ***
MESSAGE	MSG_CONTROLLER_DISCONNECTED_WHEEL		Steering Wheel disconnected.   \Please reconnect the Steering Wheel \to the same USB connector and \press START button to continue.	Volant débranché. \Rebranchez le volant dans le même port USB et \appuyez sur START pour continuer.	"Lenkrad nicht verbunden. \Bitte das Lenkrad an denselben USB-\Anschluss wieder anschließen und \START drücken, um fortzufahren."	???	Volante desconectado.   \Vuelve a conectar el volante \en el mismo conector para USB y \pulsa el botón START (inicio) para continuar.	*** Line breaks permitted. Use \ to insert line break. ***
MESSAGE	MSG_CONTROLLER_DISCONNECTED_MULTITAP		The multitap (for PlayStation®2) is disconnected.\Please reconnect the multitap (for PlayStation®2) to\controller port ¥ with the DUALSHOCK®2\analog controller in controller port ¥ and press\START button to continue.	Le multitap (pour PlayStation®2) est débranché.\Rebranchez le multitap (pour PlayStation®2) dans\le port de manette ¥ avec la manette analogique\(DUALSHOCK®2) dans le port de manette ¥ et appuyez sur\START pour continuer.	"Der Multitap (für PlayStation®2) ist nicht verbunden.\Bitte den Multitap (für PlayStation®2) mit dem\ Analog Controller (DUALSHOCK®2) an Controller-Anschluss ¥\ an Controller-Anschluss ¥ wieder anschließen und\START drücken, um fortzufahren."	???	El multitap (para PlayStation®2) no está conectado.\Vuelve a conectar el multitap (para PlayStation®2) en\el puerto de mando ¥ con el mando analógico\(DUALSHOCK®2) en el puerto de mando ¥ y pulsa\el botón START (inicio) para continuar.	*** Line breaks permitted. Use \ to insert line break. ***
MESSAGE	MSG_AUTO_LOADING_GAME_(GC)		Auto-loading most recent saved game. Do not touch the Memory Card in Slot $ or the POWER Button.	"Chargement automatique de la sauvegarde la plus récente en cours. Ne touchez pas à la Memory Card (carte mémoire) dans le Slot $, ni au bouton POWER."	Zuletzt gespeichertes Spiel wird automatisch geladen. Nicht die Memory Card (Speicherkarte) in Steckplatz $ entfernen und nicht den POWER-Schalter drücken.	???	Autocargando la partida guardada más reciente. No toques la Memory Card (tarjeta de memoria) de la Ranura $ ni el Botón POWER.	
MESSAGE	MSG_AUTO_LOADING_GAME_(PS2)		"Auto-loading most recent saved game. Do not remove memory card (8MB) (for PlayStation®2) in MEMORY CARD slot $, reset, or switch off the console."	"Chargement automatique de la sauvegarde la plus récente en cours. Ne pas retirer la memory card (8MB) (pour PlayStation®2) dans la fente pour MEMORY CARD $, ni appuyer sur reset ou éteindre la console."	"Zuletzt gespeichertes Spiel wird automatisch geladen. Memory Card (8 MB) (für PlayStation®2) in MEMORY CARD-Steckplatz $ nicht entfernen, und die Konsole nicht zurückstellen oder abschalten."	???	"Autocargando la partida guardada más reciente. No extraigas la memory card (8MB) (para PlayStation®2) de la ranura de MEMORY CARD $, ni reinicies o apagues la consola."	
MESSAGE	MSG_AUTO_LOADING_GAME_(XBOX)		Auto-loading most recent saved game. Please don't remove memory units or disconnect any controllers.	Chargement automatique de la sauvegarde la plus récente en cours. Ne pas retirer de carte mémoire ni déconnecter de manette de jeu.	Zuletzt gespeichertes Spiel wird automatisch geladen. Bitte weder Memory Units noch Controller entfernen.	???	Autocargando la partida guardada más reciente. No extraer las unidades de memoria ni desconectar ningún controlador.	
MESSAGE	MSG_AUTO_LOADING_GAME_(XBOX_HD)		Auto-loading most recent saved game. Please don't turn off your Xbox console.	Chargement automatique de la sauvegarde la plus récente en cours. Ne pas éteindre la console Xbox.	Zuletzt gespeichertes Spiel wird automatisch geladen. Bitte die Xbox-Konsole nicht ausschalten.	???	Autocargando la partida guardada más reciente. No apagar la consola Xbox.	
MESSAGE	MSG_LOADING_GAME_(GC)		Loading. Do not touch the Memory Card in Slot $ or the POWER Button.	"Chargement en cours. Ne touchez pas à la Memory Card (carte mémoire) dans le Slot $, ni au bouton POWER."	Es wird geladen. Nicht die Memory Card (Speicherkarte) in Steckplatz $ entfernen und nicht den POWER-Schalter drücken.	???	Cargando. No toques la Memory Card (tarjeta de memoria) de la Ranura $ ni el Botón POWER.	
MESSAGE	MSG_LOADING_GAME_(PS2)		"Loading data. Do not remove memory card (8MB) (for PlayStation®2) in MEMORY CARD slot $, reset, or switch off the console."	"Chargement en cours. Ne pas retirer la memory card (8MB) (pour PlayStation®2) dans la fente pour MEMORY CARD $, ni appuyer sur reset ou éteindre la console."	"Ladevorgang. Memory Card (8 MB) (für PlayStation®2) in MEMORY CARD-Steckplatz $ nicht entfernen, und die Konsole nicht zurückstellen oder abschalten."	???	"Cargando datos. No extraigas la Memory Card (8MB) (para PlayStation®2) de la ranura de MEMORY CARD $, ni reinicies o apagues la consola."	
MESSAGE	MSG_LOADING_GAME_(XBOX)		Loading Simpsons Hit & Run from $. Please don't remove memory units or disconnect any controllers.	Chargement en cours de Simpsons Hit & Run sur $. Ne pas retirer de carte mémoire ni déconnecter de manette de jeu.	THE SIMPSONS HIT & RUN wird von $ geladen. Bitte weder Memory Units noch Controller entfernen.	???	Cargando Simpsons Hit & Run desde $. No extraigas las unidades de memoria ni desconectes ningún controlador.	
MESSAGE	MSG_LOADING_GAME_(XBOX_HD)		Loading Simpsons Hit & Run from hard disk. Please don't turn off your Xbox console.	Chargement en cours de Simpsons Hit & Run sur $. Ne pas éteindre la console Xbox.	THE SIMPSONS HIT & RUN wird von der Festplatte geladen. Bitte die Xbox nicht ausschalten.	???	Cargando Simpsons Hit & Run desde el disco de memoria. No apagues la consola Xbox.	
MESSAGE	MSG_SAVING_GAME_(GC)		Saving. Do not touch the Memory Card in Slot $ or the POWER Button.	"Sauvegarde en cours. Ne touchez pas à la Memory Card (carte mémoire) dans le Slot $, ni au bouton POWER."	Es wird gespeichert. Nicht die Memory Card (Speicherkarte) in Steckplatz $ entfernen und nicht den POWER-Schalter drücken.	???	Guardando. No toques la Memory Card (tarjeta de memoria) de la Ranura $ ni el Botón POWER.	
MESSAGE	MSG_SAVING_GAME_(PS2)		"Saving data. Do not remove memory card (8MB) (for PlayStation®2), controller, or reset/switch off the console."	"Sauvegarde en cours. Ne pas retirer la memory card (8MB) (pour PlayStation®2) ou la manette, ni redémarrer ou éteindre la console."	Speichert Daten. Memory Card (8MB) (für PlayStation®2) und Controller nicht entfernen und die Konsole nicht zurückstellen oder abschalten.	???	Guardando datos. No extraigas la memory card (8MB) (para PlayStation®2) ni el mando. No reinicies ni apagues la consola.	
MESSAGE	MSG_SAVING_GAME_(XBOX)		Saving game to memory unit $. Please don't remove memory units or disconnect any controllers.	Sauvegarde en cours sur $. Ne pas retirer de carte mémoire ni déconnecter de manette de jeu.	Auf Memory Unit $ wird gespeichert. Bitte weder Memory Units noch Controller entfernen.	???	Guardando la partida en la unidad de memoria $. No extraigas las unidades de memoria ni desconectes ningún controlador.	
MESSAGE	MSG_SAVING_GAME_(XBOX_HD)		Saving game. Please don't turn off your Xbox console.	Sauvegarde en cours. Ne pas éteindre la console Xbox.	Spiel wird gespeichert. Bitte die Xbox-Konsole nicht ausschalten.	???	Guardando la partida. No apagues la consola Xbox.	
MESSAGE	MSG_DELETE_CORRUPT_(GC)		Are you sure you want to delete this file?	Voulez-vous vraiment effacer ce fichier ?	Willst du diese Datei wirklich löschen?	???	¿Estás seguro de que quieres eliminar este archivo?	
MESSAGE	MSG_DELETE_CORRUPT_(PS2)		The Simpsons Hit & Run save file on memory card (8MB) (for PlayStation®2) in MEMORY CARD slot $ is corrupted.  Do you wish to delete the save file?	Le fichier Simpsons Hit & Run sur la memory card (8MB) (pour PlayStation®2) dans le fente pour MEMORY CARD Nº$ est corrompu. Effacer ce fichier ?	Der THE SIMPSONS HIT & RUN-Spielstand auf der Memory Card (8 MB) (für PlayStation®2) in MEMORY CARD-Steckplatz $ ist beschädigt. Spielstand löschen?	???	El archivo guardado de The Simpsons Hit & Run en la memory card (tarjeta de memoria) (8MB) (para PlayStation®2) de la ranura de MEMORY CARD $ está dañado. ¿Deseas borrar el archivo guardado?	
MESSAGE	MSG_DELETE_CORRUPT_(XBOX)		The Simpsons Hit & Run save game on memory unit $ is damaged.  Do you wish to delete the save game?	Le fichier Simpsons Hit & Run sur la carte mémoire $ est endommagé. Effacer ce fichier ?	Der THE SIMPSONS HIT & RUN-Spielstand auf Memory Unit $ ist beschädigt. Spielstand löschen?	???	La partida guardada de The Simpsons Hit & Run en la unidad de memoria $ está dañada. ¿Deseas borrar la partida guardada?	
MESSAGE	MSG_DELETE_CORRUPT_(XBOX_HD)		The Simpsons Hit & Run save game on Xbox hard disk is damaged.  Do you wish to delete the save game?	Le fichier Simpsons Hit & Run sur le disque dur Xbox est endommagé. Effacer le fichier ?	Der THE SIMPSONS HIT & RUN-Spielstand auf der Xbox Festplatte ist beschädigt. Spielstand löschen?	???	La partida de The Simpsons Hit & Run guardada en el disco de memoria Xbox está dañada. ¿Deseas borrar la partida guardada?	
MESSAGE	MSG_DELETING_(GC)		*	*	*	???	*	
MESSAGE	MSG_DELETING_(PS2)		"Deleting data. Do not remove memory card (8MB) (for PlayStation®2), controller, or reset/switch off console."	"Effacement en cours. Ne pas retirer la memory card (8MB) (pour PlayStation®2) ou la manette, ni redémarrer ou éteindre la console."	Löscht Daten. Memory Card (8MB) (für PlayStation®2) und Controller nicht entfernen und die Konsole nicht zurückstellen oder abschalten.	???	Borrando datos. No extraigas la memory card (8MB) (para PlayStation®2) ni el mando. No reinicies ni apagues la consola.	
MESSAGE	MSG_DELETING_(XBOX)		*	*	*	???	*	
MESSAGE	MSG_FORMATTING_(GC)		Formatting. Do not touch the Memory Card in Slot $ or the POWER Button.	"Formatage en cours. Ne touchez pas à la Memory Card (carte mémoire) dans le Slot $, ni au bouton POWER."	Formatierungsvorgang. Nicht die Memory Card (Speicherkarte) in Steckplatz $ entfernen und nicht den POWER-Schalter drücken.	???	Formateando. No toques la Memory Card (tarjeta de memoria) de la Ranura $ ni el Botón POWER.	
MESSAGE	MSG_FORMATTING_(PS2)		"Formatting memory card (8MB) (for PlayStation®2) in MEMORY CARD slot $. Do not remove memory card (8MB) (for PlayStation®2), controller, or reset/switch off console."	"Formatage de la memory card (8MB) (pour PlayStation®2) dans la fente pour MEMORY CARD Nº $. Ne pas retirer la memory card (8MB) (pour PlayStation®2) ou la manette, ni redémarrer ou éteindre la console."	Formatiert Memory Card (8MB) (für PlayStation®2) in MEMORY CARD-Steckplatz $. Memory Card (8MB) (für PlayStation®2) und Controller nicht entfernen und die Konsole nicht zurückstellen oder abschalten.	???	Formateando la memory card (8MB) (para PlayStation®2) de la ranura para MEMORY CARD $. No extraigas la memory card (8MB) (para PlayStation®2) ni el mando. No reinicies ni apagues la consola.	
MESSAGE	MSG_FORMATTING_(XBOX)		Formatting. Please don't remove memory units or disconnect any controllers.	Formatage en cours. Ne pas retirer de carte mémoire ni déconnecter de manette de jeu.	Formatierungsvorgang. Bitte weder Memory Units noch Controller entfernen.	???	Formateando. No extraer las unidades de memoria ni desconectar ningún controlador.	
MESSAGE	MSG_LOADING_MISSION		Loading new mission.  Please wait.	Chargement de la nouvelle mission. Veuillez patienter.	Neue Mission wird geladen. Bitte warten.	???	Cargando misión nueva. Espera por favor.	
MESSAGE	MSG_CONFIRM_QUIT		Are you sure you want to quit?	Voulez-vous vraiment quitter ?	Spiel wirklich beenden?	???	¿Seguro que quieres salir?	
MESSAGE	MSG_CONFIRM_SAVE_BEFORE_QUIT		Do you want to save your game?	Voulez-vous sauvegarder la partie ?	Soll das Spiel gespeichert werden?	???	¿Quieres guardar la partida?	
MESSAGE	MSG_CONFIRM_RACE_AGAIN		Race again?	Rejouer ?	Noch mal fahren?	???	¿Volver a correr?	
MESSAGE	MSG_CONFIRM_NEW_GAME		Restarting will cause all unsaved game progress to be lost. Restart anyway?	"Si vous commencez une nouvelle partie, les progrès actuels seront perdus. Continuer ?"	Bei einem Neustart gehen alle ungespeicherten Spielfortschritte verloren. Trotzdem neu starten?	???	Al reiniciar se borrará el progreso de la partida que no hayas guardado. ¿Reiniciar de todos modos?	
MESSAGE	MSG_CONFIRM_RESTART		Are you sure you want to restart the current mission?	Voulez-vous vraiment recommencer la mission en cours ?	Willst du die aktuelle Mission wirklich neu starten?	???	¿Seguro que quieres reiniciar la misión actual?	
MESSAGE	MSG_CONFIRM_ABORT		Are you sure you want to cancel the current mission?	Voulez-vous vraiment abandonner la mission en cours ?	Willst du die aktuelle Mission wirklich abbrechen?	???	¿Seguro que quieres cancelar la misión actual?	
MESSAGE	MSG_CONFIRM_START_MISSION		Would you like to load this mission?	Voulez-vous charger cette mission ?	Möchtest du diese Mission laden?	???	¿Deseas cargar esta misión?	
MESSAGE	MSG_DISPLAY_PROGRESSIVE_SCAN		Do you want to display in Progressive Mode?	Afficher en mode progressif ?	Soll die Darstellung in den Progressive-Modus umgeschaltet werden?	???	¿Quieres ver la pantalla en modo progresivo?	
MESSAGE	MSG_DISPLAY_PROGRESSIVE_SCAN_PS2		Do you want to display in Progressive Mode?	Afficher en mode progressif ?	Soll die Darstellung in den Progressive-Modus umgeschaltet werden?	???	¿Quieres ver la pantalla en modo progresivo?	
MESSAGE	MSG_DISPLAY_PROGRESSIVE_SCAN_TEST		Testing Progressive Mode.  Reverting back to Interlaced Mode in within 5 seconds.	Test du mode Progressif. Retour au mode entrelacé dans 5 secondes.	Progressive-Modus wird überprüft. Nach 5 Sekunden wird in den Interlaced-Modus zurückgeschaltet.	???	Probando modo Progresivo. Cambiando a modo Intercalado en 5 segundos.	
MESSAGE	MSG_DISPLAY_PROGRESSIVE_SCAN_CONFIRM		"Did you see the screen correctly? If you did and you want to display in Progressive Mode, choose Yes; otherwise, choose No."	"Avez-vous vu l'écran s'afficher correctement ? Si tel est le cas et que vous voulez utiliser l'affichage en mode Progressif, sélectionnez Oui. Sinon, indiquez Non."	"Ist der Bildschirm korrekt angezeigt worden? Wenn ja und wenn du den Progressive-Modus verwenden willst, wähl ""Ja""; anderenfalls wähl ""Nein""."	???	"¿Has visto la pantalla correctamente? Si es así y quieres la pantalla en modo Progresivo, selecciona Sí; de lo contrario, selecciona No."	
MESSAGE	MSG_LOAD_CONFIRM_(GC)		Loading this game will replace the current game in progress.  Continue?	Charger cette partie remplacera la partie en cours. Continuer ?	"Wenn dieses Spiel geladen wird, ersetzt es das laufende Spiel. Weiter?"	???	Al cargar esta partida se reemplazará la partida actual. ¿Continuar?	
MESSAGE	MSG_LOAD_CONFIRM_(PS2)		Loading this data will cause current game progress to be lost.  Load anyway?	Charger cette partie remplacera la partie en cours. Continuer ?	Beim Laden dieser Daten gehen alle aktuellen Spielfortschritte verloren. Trotzdem laden?	???	Al cargar estos datos se perderá el progreso de la partida actual. ¿Cargar de todos modos?	
MESSAGE	MSG_LOAD_CONFIRM_(XBOX)		Loading this game will replace the current game in progress.  Continue?	Charger cette partie remplacera la partie en cours. Continuer ?	"Wenn dieses Spiel geladen wird, ersetzt es das laufende Spiel. Weiter?"	???	Al cargar esta partida se reemplazará la partida actual. ¿Continuar?	
MESSAGE	MSG_SAVE_CONFIRM_(GC)		Ready to save. Do not touch the Memory Card or the POWER Button.	"Prêt à sauvegarder. Ne touchez pas à la Memory Card (carte mémoire), ni au bouton POWER."	Bereit zum Speichern. Nicht die Memory Card (Speicherkarte) entfernen und nicht den POWER-Schalter drücken.	???	Listo para guardar. No toques la Memory Card (tarjeta de memoria) ni el Botón POWER.	
MESSAGE	MSG_SAVE_CONFIRM_(PS2)		Are you sure you want to save the game?	Voulez-vous vraiment sauvegarder la partie ?	Willst du das Spiel wirklich speichern?	???	¿Seguro que quieres guardar la partida?	
MESSAGE	MSG_SAVE_CONFIRM_(XBOX)		Are you sure you want to save the game?	Voulez-vous vraiment sauvegarder la partie ?	Willst du das Spiel wirklich speichern?	???	¿Guardar la partida?	
MESSAGE	MSG_SAVE_CONFIRM_OVERWRITE_(GC)		The Simpsons Hit & Run game already exists. Overwrite previous save game?	Une partie de The Simpsons Hit & Run a été trouvée. Voulez-vous l'écraser ?	Es gibt bereits einen THE SIMPSONS HIT & RUN-Spielstand. Vorheriges Spiel überschreiben?	???	La partida The Simpsons Hit & Run ya existe. ¿Sobrescribir la partida guardada anteriormente?	
MESSAGE	MSG_SAVE_CONFIRM_OVERWRITE_(PS2)		Are you sure you wish to overwrite this save file?	Confirmer l'écrasement de ce fichier ?	"Sind Sie sicher, dass Sie diese Datei überschreiben möchten?"	???	¿Seguro de que quieres sobrescribir este archivo?	
MESSAGE	MSG_SAVE_CONFIRM_OVERWRITE_(XBOX)		An existing game has been found.  Overwrite existing game?	Une partie en cours a été trouvée. Voulez-vous l'écraser ?	Es wurde ein bestehendes Spiel gefunden. Bestehendes Spiel überschreiben?	???	Se ha encontrado una partida. ¿Sobrescribir la partida?	
MESSAGE	MSG_LOAD_SUCCESSFUL		Load Successful	Chargement réussi	Laden erfolgreich.	???	Éxito al cargar.	
MESSAGE	MSG_SAVE_SUCCESSFUL		Save Successful	Sauvegarde réussie	Speichern erfolgreich.	???	Éxito al guardar.	
MESSAGE	MSG_FORMAT_CONFIRM_(GC)		The Memory Card in Slot $ is corrupted and needs to be formatted. OK?	La Memory Card (carte mémoire) dans le Slot $ est corrompue et doit être formatée. OK ?	Die Memory Card (Speicherkarte) in Steckplatz $ ist beschädigt und muss formatiert werden. OK?	???	La Memory Card (tarjeta de memoria) de la Ranura $ está dañada y hay que formatearla. ¿Aceptar?	
MESSAGE	MSG_FORMAT_CONFIRM_(PS2)		Memory card (8MB) (for PlayStation®2) in MEMORY CARD slot $ is unformatted. Format memory card (8MB) (for PlayStation®2)?	La memory card (8MB) (pour PlayStation®2) dans la fente pour MEMORY CARD $ n'est pas formatée. Formater la memory card (8MB) (pour PlayStation®2) ?	Die Memory Card (8 MB) (für PlayStation®2) in MEMORY CARD-Steckplatz $ ist nicht formatiert. Memory Card (8 MB) (für PlayStation®2) formatieren?	???	La memory card (8MB) (para PlayStation®2) de la ranura de MEMORY CARD $ no tiene formato. ¿Deseas formatear la memory card (8MB) (para PlayStation®2)?	
MESSAGE	MSG_FORMAT_CONFIRM_(XBOX)		Format Memory Unit?	Formater la carte mémoire ?	Memory Unit formatieren?	???	¿Formatear la unidad de memoria?	
MESSAGE	MSG_FORMAT_CONFIRM2_(GC)		Formatting the Memory Card will erase all previously saved data. Do you wish to proceed with formatting?	Formater la Memory Card (carte mémoire) vous fera perdre les données sauvegardées. Continuer le formatage ?	Beim Formatieren der Memory Card (Speicherkarte) werden alle vorher gespeicherten Daten gelöscht. Mit dem Formatieren fortfahren?	???	Al formatear la Memory Card (tarjeta de memoria) se borrarán los datos guardados previamente. ¿Deseas formatear ahora?	
MESSAGE	MSG_FORMAT_CONFIRM2_(PS2)		Are you sure you wish to format memory card (8MB) (for PlayStation®2) in MEMORY CARD slot $?	Formater la memory card (8MB) (pour PlayStation®2) dans la fente pour MEMORY CARD Nº $ ?	"Sind Sie sicher, dass Sie die Memory Card (8MB) (für PlayStation®2) in MEMORY CARDSteckplatz $ formatieren möchten?"	???	¿Seguro que quieres formatear la memory card (8MB) (para PlayStation®2) de la ranura para MEMORY CARD $?	
MESSAGE	MSG_FORMAT_CONFIRM2_(XBOX)		Are you sure you want to format memory unit?	Voulez-vous vraiment formater la carte mémoire ?	Willst du die Memory Unit wirklich formatieren?	???	¿Seguro que quieres formatear la unidad de memoria?	
MESSAGE	MSG_FORMAT_SUCCESS_(GC)		Format Successful.	Formatage terminé.	Formatieren erfolgreich.	???	Formateado completo.	
MESSAGE	MSG_FORMAT_SUCCESS_(PS2)		Format Successful.	Formatage terminé.	Formatieren erfolgreich.	???	Formateado completo.	
MESSAGE	MSG_FORMAT_SUCCESS_(XBOX)		Format Successful.	Formatage terminé.	Formatieren erfolgreich.	???	Formateado completo.	
MESSAGE	MSG_FORMAT_FAIL_(GC)		Format failed. The Memory Card in Slot $ is damaged and cannot be used.	Erreur de formatage. Vérifiez la Memory Card (carte mémoire) dans le Slot $ et réessayez.	Formatieren gescheitert. Die Memory Card (Speicherkarte) in Steckplatz $ ist beschädigt und kann nicht verwendet werden.	???	Error al formatear. La Memory Card (tarjeta de memoria) de la Ranura $ está dañada y no se puede usar.	
MESSAGE	MSG_FORMAT_FAIL_(PS2)		Format failed! Please check memory card (8MB) (for PlayStation®2) in MEMORY CARD slot $ and try again.	Échec du formatage ! Vérifier la memory card (8MB) (pour PlayStation®2) dans la fente pour MEMORY CARD Nº $ et réessayer.	Formatieren gescheitert! Bitte überprüfen Sie die Memory Card (8MB) (für PlayStation®2) in MEMORY CARD-Steckplatz $ und versuchen Sie es noch einmal.	???	¡Error al formatear! Comprueba la memory card (8MB) (para PlayStation®2) en la ranura para MEMORY CARD $ e inténtalo de nuevo.	
MESSAGE	MSG_FORMAT_FAIL_(XBOX)		Format failed.	Echec du formatage.	Formatieren gescheitert.	???	Error al formatear.	
MESSAGE	MSG_DELETE_CORRUPT_SUCCESS_(GC)		Corrupted file has been deleted.	Fichier corrompu effacé.	Beschädigte Datei wurde gelöscht.	???	Se ha borrado el archivo dañado.	
MESSAGE	MSG_DELETE_CORRUPT_SUCCESS_(PS2)		Delete Successful	Effacement réussi	Löschen erfolgreich.	???	Éxito al borrar.	
MESSAGE	MSG_DELETE_CORRUPT_SUCCESS_(XBOX)		Corrupted save has been deleted.	Fichier corrompu effacé.	Beschädigter Spielstand wurde gelöscht.	???	Se ha borrado la partida corrupta.	
MESSAGE	MSG_DELETE_CORRUPT_FAIL_(GC)		Failed deleting corrupted file. Please check Memory Card in Slot $ and try again	Impossible d'effacer le fichier corrompu. Vérifiez la Memory Card (carte mémoire) dans le Slot $ et réessayez.	Beschädigte Datei konnte nicht gelöscht werden. Bitte überprüf die Memory Card (Speicherkarte) in Steckplatz $ und versuch es noch einmal.	???	Error al borrar el archivo dañado. Comprueba la Memory Card (tarjeta de memoria) en la Ranura $ y vuelve a intentarlo	
MESSAGE	MSG_DELETE_CORRUPT_FAIL_(PS2)		Delete failed! Please check memory card (8MB) (for PlayStation®2) in MEMORY CARD slot $ and try again.	Échec de l'effacement ! Vérifier la memory card (8MB) (pour PlayStation®2) dans la fente pour MEMORY CARD Nº $ et réessayer.	Löschen gescheitert! Bitte überprüfen Sie die Memory Card (8MB) (für PlayStation®2) in MEMORY CARD-Steckplatz $ und versuchen Sie es noch einmal.	???	¡Fallo al borrar! Comprueba la memory card (8MB) (para PlayStation®2) de la ranura para MEMORY CARD $ e inténtalo de nuevo.	
MESSAGE	MSG_DELETE_CORRUPT_FAIL_(XBOX)		Failed deleting corrupted file.	Impossible d'effacer le fichier corrompu.	Beschädigte Datei konnte nicht gelöscht werden.	???	Error al borrar el archivo dañado.	
MESSAGE	MSG_HARDDISK_FULL_(XBOX)		The hard disk does not have enough free blocks for this saved game. # block(s) must be freed.	Il n'y a pas assez de blocs libres sur le disque dur pour cette sauvegarde. # bloc(s) doivent être libérés.	Auf der Festplatte sind nicht genügend freie Blöcke für diesen Spielstand vorhanden. # Blöcke müssen freigemacht werden.	???	El disco de memoria no tiene suficientes bloques libres para guardar esta partida. Debes liberar # bloque(s).	
MESSAGE	MSG_INGAME_DASHBOARD_CONFIRM_(XBOX)		Freeing more blocks will result in loss of current game settings. Do you wish to continue?	Vous perdrez vos paramètres actuels de partie si vous libérez d'autres blocs. Continuer ?	Beim Freimachen von Blöcken gehen aktuelle Spieleinstellungen verloren. Fortfahren?	???	Si liberas más bloques se perderá la configuración actual del juego. ¿Deseas continuar?	
MESSAGE	MSG_LOAD_CARD_EMPTY_(GC)		No Simpsons Hit & Run save data present on Memory Card in Memory Card Slot $.	Pas de données Simpsons Hit & Run sauvegardées sur la Memory Card (carte mémoire) dans le Slot $	Auf der Memory Card (Speicherkarte) in Steckplatz $ befinden sich keine gespeicherten Daten von THE SIMPSONS HIT & RUN.	???	No hay datos guardados de Simpsons Hit & Run en la Memory Card (tarjeta de memoria) de la Ranura $.	
